order_id,product,category,quantity,price,order_date
10169,S12_1099,Classic Cars,30,100,11/04/2003 00:00
10181,S12_1099,Classic Cars,27,100,11/12/2003 00:00
10191,S12_1099,Classic Cars,21,100,11/20/2003 0:00
10203,S12_1099,Classic Cars,20,100,12/02/2003 00:00
10211,S12_1099,Classic Cars,41,100,1/15/2004 0:00
10225,S12_1099,Classic Cars,27,100,2/22/2004 0:00
10238,S12_1099,Classic Cars,28,100,04/09/2004 00:00
10253,S12_1099,Classic Cars,24,100,06/01/2004 00:00
10266,S12_1099,Classic Cars,44,100,07/06/2004 00:00
10276,S12_1099,Classic Cars,50,100,08/02/2004 00:00
10287,S12_1099,Classic Cars,21,100,8/30/2004 0:00
10300,S12_1099,Classic Cars,33,100,10/04/2003 00:00
10310,S12_1099,Classic Cars,33,100,10/16/2004 0:00
10320,S12_1099,Classic Cars,31,100,11/03/2004 00:00
10329,S12_1099,Classic Cars,41,71.47,11/15/2004 0:00
10341,S12_1099,Classic Cars,45,79.65,11/24/2004 0:00
10363,S12_1099,Classic Cars,33,85.39,01/06/2005 00:00
10375,S12_1099,Classic Cars,45,76,02/03/2005 00:00
10389,S12_1099,Classic Cars,26,99.04,03/03/2005 00:00
10419,S12_1099,Classic Cars,12,100,5/17/2005 0:00
10105,S12_1108,Classic Cars,41,100,02/11/2003 00:00
10117,S12_1108,Classic Cars,33,100,4/16/2003 0:00
10127,S12_1108,Classic Cars,46,100,06/03/2003 00:00
10142,S12_1108,Classic Cars,33,100,08/08/2003 00:00
10153,S12_1108,Classic Cars,20,100,9/28/2003 0:00
10165,S12_1108,Classic Cars,44,100,10/22/2003 0:00
10176,S12_1108,Classic Cars,33,100,11/06/2003 00:00
10185,S12_1108,Classic Cars,21,100,11/14/2003 0:00
10196,S12_1108,Classic Cars,47,100,11/26/2003 0:00
10208,S12_1108,Classic Cars,46,100,01/02/2004 00:00
10220,S12_1108,Classic Cars,32,100,02/12/2004 00:00
10231,S12_1108,Classic Cars,42,100,3/19/2004 0:00
10247,S12_1108,Classic Cars,44,100,05/05/2004 00:00
10272,S12_1108,Classic Cars,35,100,7/20/2004 0:00
10282,S12_1108,Classic Cars,41,100,8/20/2004 0:00
10293,S12_1108,Classic Cars,46,100,09/09/2004 00:00
10306,S12_1108,Classic Cars,31,100,10/14/2004 0:00
10314,S12_1108,Classic Cars,38,100,10/22/2004 0:00
10325,S12_1108,Classic Cars,42,64,11/05/2004 00:00
10336,S12_1108,Classic Cars,33,57.22,11/20/2004 0:00
10348,S12_1108,Classic Cars,48,52.36,11/01/2004 00:00
10359,S12_1108,Classic Cars,42,100,12/15/2004 0:00
10371,S12_1108,Classic Cars,32,100,1/23/2005 0:00
10382,S12_1108,Classic Cars,34,100,2/17/2005 0:00
10395,S12_1108,Classic Cars,33,69.12,3/17/2005 0:00
10413,S12_1108,Classic Cars,36,100,05/05/2005 00:00
10103,S12_1666,Trucks and Buses,27,100,1/29/2003 0:00
10113,S12_1666,Trucks and Buses,21,100,3/26/2003 0:00
10126,S12_1666,Trucks and Buses,21,100,5/28/2003 0:00
10140,S12_1666,Trucks and Buses,38,100,7/24/2003 0:00
10150,S12_1666,Trucks and Buses,30,100,9/19/2003 0:00
10164,S12_1666,Trucks and Buses,49,100,10/21/2003 0:00
10174,S12_1666,Trucks and Buses,43,100,11/06/2003 00:00
10183,S12_1666,Trucks and Buses,41,100,11/13/2003 0:00
10194,S12_1666,Trucks and Buses,38,100,11/25/2003 0:00
10206,S12_1666,Trucks and Buses,28,100,12/05/2003 00:00
10216,S12_1666,Trucks and Buses,43,100,02/02/2004 00:00
10229,S12_1666,Trucks and Buses,25,100,03/11/2004 00:00
10245,S12_1666,Trucks and Buses,38,100,05/04/2004 00:00
10258,S12_1666,Trucks and Buses,41,100,6/15/2004 0:00
10270,S12_1666,Trucks and Buses,28,100,7/19/2004 0:00
10281,S12_1666,Trucks and Buses,25,100,8/19/2004 0:00
10291,S12_1666,Trucks and Buses,41,100,09/08/2004 00:00
10304,S12_1666,Trucks and Buses,39,100,10/11/2004 00:00
10313,S12_1666,Trucks and Buses,21,100,10/22/2004 0:00
10322,S12_1666,Trucks and Buses,27,100,11/04/2004 00:00
10333,S12_1666,Trucks and Buses,33,99.21,11/18/2004 0:00
10347,S12_1666,Trucks and Buses,29,100,11/29/2004 0:00
10357,S12_1666,Trucks and Buses,49,100,12/10/2004 00:00
10370,S12_1666,Trucks and Buses,49,100,1/20/2005 0:00
10381,S12_1666,Trucks and Buses,20,100,2/17/2005 0:00
10391,S12_1666,Trucks and Buses,39,63.2,03/09/2005 00:00
10411,S12_1666,Trucks and Buses,40,100,05/01/2005 00:00
10424,S12_1666,Trucks and Buses,49,100,5/31/2005 0:00
10107,S12_2823,Motorcycles,21,100,2/24/2003 0:00
10121,S12_2823,Motorcycles,50,100,05/07/2003 00:00
10134,S12_2823,Motorcycles,20,100,07/01/2003 00:00
10145,S12_2823,Motorcycles,49,100,8/25/2003 0:00
10159,S12_2823,Motorcycles,38,100,10/10/2003 00:00
10169,S12_2823,Motorcycles,35,100,11/04/2003 00:00
10180,S12_2823,Motorcycles,40,100,11/11/2003 00:00
10189,S12_2823,Motorcycles,28,100,11/18/2003 0:00
10201,S12_2823,Motorcycles,25,100,12/01/2003 00:00
10211,S12_2823,Motorcycles,36,100,1/15/2004 0:00
10224,S12_2823,Motorcycles,43,100,2/21/2004 0:00
10237,S12_2823,Motorcycles,32,100,04/05/2004 00:00
10251,S12_2823,Motorcycles,46,100,5/18/2004 0:00
10263,S12_2823,Motorcycles,48,100,6/28/2004 0:00
10276,S12_2823,Motorcycles,43,100,08/02/2004 00:00
10285,S12_2823,Motorcycles,49,100,8/27/2004 0:00
10299,S12_2823,Motorcycles,24,100,9/30/2004 0:00
10309,S12_2823,Motorcycles,26,100,10/15/2004 0:00
10319,S12_2823,Motorcycles,30,100,11/03/2004 00:00
10329,S12_2823,Motorcycles,24,100,11/15/2004 0:00
10341,S12_2823,Motorcycles,55,100,11/24/2004 0:00
10362,S12_2823,Motorcycles,22,100,01/05/2005 00:00
10375,S12_2823,Motorcycles,49,78.92,02/03/2005 00:00
10388,S12_2823,Motorcycles,44,100,03/03/2005 00:00
10403,S12_2823,Motorcycles,66,100,04/08/2005 00:00
10417,S12_2823,Motorcycles,21,100,5/13/2005 0:00
10104,S12_3148,Classic Cars,34,100,1/31/2003 0:00
10117,S12_3148,Classic Cars,43,100,4/16/2003 0:00
10127,S12_3148,Classic Cars,46,100,06/03/2003 00:00
10142,S12_3148,Classic Cars,33,100,08/08/2003 00:00
10153,S12_3148,Classic Cars,42,100,9/28/2003 0:00
10165,S12_3148,Classic Cars,34,100,10/22/2003 0:00
10176,S12_3148,Classic Cars,47,100,11/06/2003 00:00
10185,S12_3148,Classic Cars,33,100,11/14/2003 0:00
10196,S12_3148,Classic Cars,24,100,11/26/2003 0:00
10208,S12_3148,Classic Cars,26,100,01/02/2004 00:00
10220,S12_3148,Classic Cars,30,100,02/12/2004 00:00
10230,S12_3148,Classic Cars,43,100,3/15/2004 0:00
10247,S12_3148,Classic Cars,25,100,05/05/2004 00:00
10272,S12_3148,Classic Cars,27,100,7/20/2004 0:00
10282,S12_3148,Classic Cars,27,100,8/20/2004 0:00
10293,S12_3148,Classic Cars,24,100,09/09/2004 00:00
10306,S12_3148,Classic Cars,34,100,10/14/2004 0:00
10314,S12_3148,Classic Cars,46,100,10/22/2004 0:00
10324,S12_3148,Classic Cars,27,54.33,11/05/2004 00:00
10336,S12_3148,Classic Cars,33,100,11/20/2004 0:00
10348,S12_3148,Classic Cars,47,100,11/01/2004 00:00
10358,S12_3148,Classic Cars,49,55.34,12/10/2004 00:00
10372,S12_3148,Classic Cars,40,100,1/26/2005 0:00
10382,S12_3148,Classic Cars,37,100,2/17/2005 0:00
10413,S12_3148,Classic Cars,47,100,05/05/2005 00:00
10108,S12_3380,Classic Cars,45,100,03/03/2003 00:00
10122,S12_3380,Classic Cars,37,99.82,05/08/2003 00:00
10135,S12_3380,Classic Cars,48,100,07/02/2003 00:00
10147,S12_3380,Classic Cars,31,100,09/05/2003 00:00
10160,S12_3380,Classic Cars,46,100,10/11/2003 00:00
10170,S12_3380,Classic Cars,47,100,11/04/2003 00:00
10181,S12_3380,Classic Cars,28,100,11/12/2003 00:00
10191,S12_3380,Classic Cars,40,100,11/20/2003 0:00
10203,S12_3380,Classic Cars,20,100,12/02/2003 00:00
10212,S12_3380,Classic Cars,39,100,1/16/2004 0:00
10225,S12_3380,Classic Cars,25,99.82,2/22/2004 0:00
10238,S12_3380,Classic Cars,29,100,04/09/2004 00:00
10253,S12_3380,Classic Cars,22,100,06/01/2004 00:00
10266,S12_3380,Classic Cars,22,100,07/06/2004 00:00
10276,S12_3380,Classic Cars,47,100,08/02/2004 00:00
10287,S12_3380,Classic Cars,45,100,8/30/2004 0:00
10300,S12_3380,Classic Cars,29,100,10/04/2003 00:00
10310,S12_3380,Classic Cars,24,100,10/16/2004 0:00
10320,S12_3380,Classic Cars,35,100,11/03/2004 00:00
10329,S12_3380,Classic Cars,46,83.63,11/15/2004 0:00
10341,S12_3380,Classic Cars,44,95.93,11/24/2004 0:00
10363,S12_3380,Classic Cars,34,96.73,01/06/2005 00:00
10376,S12_3380,Classic Cars,35,100,02/08/2005 00:00
10389,S12_3380,Classic Cars,25,72.38,03/03/2005 00:00
10419,S12_3380,Classic Cars,10,100,5/17/2005 0:00
10105,S12_3891,Classic Cars,29,100,02/11/2003 00:00
10117,S12_3891,Classic Cars,39,100,4/16/2003 0:00
10127,S12_3891,Classic Cars,42,100,06/03/2003 00:00
10142,S12_3891,Classic Cars,46,100,08/08/2003 00:00
10153,S12_3891,Classic Cars,49,100,9/28/2003 0:00
10165,S12_3891,Classic Cars,27,100,10/22/2003 0:00
10176,S12_3891,Classic Cars,50,100,11/06/2003 00:00
10185,S12_3891,Classic Cars,43,100,11/14/2003 0:00
10196,S12_3891,Classic Cars,38,100,11/26/2003 0:00
10208,S12_3891,Classic Cars,20,100,01/02/2004 00:00
10220,S12_3891,Classic Cars,27,100,02/12/2004 00:00
10231,S12_3891,Classic Cars,49,100,3/19/2004 0:00
10247,S12_3891,Classic Cars,27,100,05/05/2004 00:00
10272,S12_3891,Classic Cars,39,100,7/20/2004 0:00
10282,S12_3891,Classic Cars,24,100,8/20/2004 0:00
10293,S12_3891,Classic Cars,45,100,09/09/2004 00:00
10306,S12_3891,Classic Cars,20,100,10/14/2004 0:00
10314,S12_3891,Classic Cars,36,100,10/22/2004 0:00
10325,S12_3891,Classic Cars,24,100,11/05/2004 00:00
10336,S12_3891,Classic Cars,49,63.38,11/20/2004 0:00
10349,S12_3891,Classic Cars,26,100,12/01/2004 00:00
10359,S12_3891,Classic Cars,49,62.09,12/15/2004 0:00
10372,S12_3891,Classic Cars,34,100,1/26/2005 0:00
10382,S12_3891,Classic Cars,34,95.35,2/17/2005 0:00
10396,S12_3891,Classic Cars,33,100,3/23/2005 0:00
10413,S12_3891,Classic Cars,22,100,05/05/2005 00:00
10108,S12_3990,Classic Cars,39,89.38,03/03/2003 00:00
10122,S12_3990,Classic Cars,32,63.84,05/08/2003 00:00
10135,S12_3990,Classic Cars,24,75.01,07/02/2003 00:00
10147,S12_3990,Classic Cars,21,63.84,09/05/2003 00:00
10159,S12_3990,Classic Cars,24,73.42,10/10/2003 00:00
10169,S12_3990,Classic Cars,36,63.84,11/04/2003 00:00
10181,S12_3990,Classic Cars,20,81.4,11/12/2003 00:00
10191,S12_3990,Classic Cars,30,64.64,11/20/2003 0:00
10203,S12_3990,Classic Cars,44,82.99,12/02/2003 00:00
10211,S12_3990,Classic Cars,28,92.57,1/15/2004 0:00
10225,S12_3990,Classic Cars,37,77.41,2/22/2004 0:00
10238,S12_3990,Classic Cars,20,74.21,04/09/2004 00:00
10253,S12_3990,Classic Cars,25,90.17,06/01/2004 00:00
10266,S12_3990,Classic Cars,35,76.61,07/06/2004 00:00
10276,S12_3990,Classic Cars,38,83.79,08/02/2004 00:00
10287,S12_3990,Classic Cars,41,69.43,8/30/2004 0:00
10300,S12_3990,Classic Cars,22,76.61,10/04/2003 00:00
10310,S12_3990,Classic Cars,49,81.4,10/16/2004 0:00
10320,S12_3990,Classic Cars,38,73.42,11/03/2004 00:00
10329,S12_3990,Classic Cars,33,100,11/15/2004 0:00
10341,S12_3990,Classic Cars,36,93.56,11/24/2004 0:00
10363,S12_3990,Classic Cars,34,81.62,01/06/2005 00:00
10377,S12_3990,Classic Cars,24,67.83,02/09/2005 00:00
10389,S12_3990,Classic Cars,36,70.26,03/03/2005 00:00
10419,S12_3990,Classic Cars,34,90.17,5/17/2005 0:00
10104,S12_4473,Trucks and Buses,41,100,1/31/2003 0:00
10115,S12_4473,Trucks and Buses,46,100,04/04/2003 00:00
10127,S12_4473,Trucks and Buses,24,100,06/03/2003 00:00
10141,S12_4473,Trucks and Buses,21,100,08/01/2003 00:00
10151,S12_4473,Trucks and Buses,24,100,9/21/2003 0:00
10165,S12_4473,Trucks and Buses,48,100,10/22/2003 0:00
10175,S12_4473,Trucks and Buses,26,100,11/06/2003 00:00
10184,S12_4473,Trucks and Buses,37,100,11/14/2003 0:00
10195,S12_4473,Trucks and Buses,49,100,11/25/2003 0:00
10207,S12_4473,Trucks and Buses,34,99.54,12/09/2003 00:00
10219,S12_4473,Trucks and Buses,48,100,02/10/2004 00:00
10229,S12_4473,Trucks and Buses,36,100,03/11/2004 00:00
10246,S12_4473,Trucks and Buses,46,100,05/05/2004 00:00
10259,S12_4473,Trucks and Buses,46,100,6/15/2004 0:00
10271,S12_4473,Trucks and Buses,31,97.17,7/20/2004 0:00
10281,S12_4473,Trucks and Buses,41,100,8/19/2004 0:00
10292,S12_4473,Trucks and Buses,21,100,09/08/2004 00:00
10305,S12_4473,Trucks and Buses,38,100,10/13/2004 0:00
10314,S12_4473,Trucks and Buses,45,100,10/22/2004 0:00
10324,S12_4473,Trucks and Buses,26,58.38,11/05/2004 00:00
10336,S12_4473,Trucks and Buses,38,100,11/20/2004 0:00
10349,S12_4473,Trucks and Buses,48,100,12/01/2004 00:00
10358,S12_4473,Trucks and Buses,42,64.16,12/10/2004 00:00
10371,S12_4473,Trucks and Buses,49,35.71,1/23/2005 0:00
10382,S12_4473,Trucks and Buses,32,66.58,2/17/2005 0:00
10412,S12_4473,Trucks and Buses,54,100,05/03/2005 00:00
10425,S12_4473,Trucks and Buses,33,100,5/31/2005 0:00
10108,S12_4675,Classic Cars,36,100,03/03/2003 00:00
10122,S12_4675,Classic Cars,20,100,05/08/2003 00:00
10135,S12_4675,Classic Cars,29,97.89,07/02/2003 00:00
10147,S12_4675,Classic Cars,33,97.89,09/05/2003 00:00
10160,S12_4675,Classic Cars,50,100,10/11/2003 00:00
10170,S12_4675,Classic Cars,41,100,11/04/2003 00:00
10181,S12_4675,Classic Cars,36,100,11/12/2003 00:00
10192,S12_4675,Classic Cars,27,100,11/20/2003 0:00
10203,S12_4675,Classic Cars,47,100,12/02/2003 00:00
10212,S12_4675,Classic Cars,33,100,1/16/2004 0:00
10225,S12_4675,Classic Cars,21,100,2/22/2004 0:00
10239,S12_4675,Classic Cars,21,93.28,04/12/2004 00:00
10253,S12_4675,Classic Cars,41,100,06/01/2004 00:00
10266,S12_4675,Classic Cars,40,100,07/06/2004 00:00
10277,S12_4675,Classic Cars,28,100,08/04/2004 00:00
10287,S12_4675,Classic Cars,23,100,8/30/2004 0:00
10300,S12_4675,Classic Cars,23,100,10/04/2003 00:00
10310,S12_4675,Classic Cars,25,100,10/16/2004 0:00
10321,S12_4675,Classic Cars,24,100,11/04/2004 00:00
10329,S12_4675,Classic Cars,39,64.74,11/15/2004 0:00
10341,S12_4675,Classic Cars,55,75.2,11/24/2004 0:00
10363,S12_4675,Classic Cars,46,88.45,01/06/2005 00:00
10377,S12_4675,Classic Cars,50,100,02/09/2005 00:00
10389,S12_4675,Classic Cars,47,100,03/03/2005 00:00
10405,S12_4675,Classic Cars,97,93.28,4/14/2005 0:00
10419,S12_4675,Classic Cars,32,100,5/17/2005 0:00
10103,S18_1097,Trucks and Buses,35,100,1/29/2003 0:00
10113,S18_1097,Trucks and Buses,49,100,3/26/2003 0:00
10126,S18_1097,Trucks and Buses,38,100,5/28/2003 0:00
10140,S18_1097,Trucks and Buses,32,100,7/24/2003 0:00
10150,S18_1097,Trucks and Buses,34,100,9/19/2003 0:00
10164,S18_1097,Trucks and Buses,36,99.17,10/21/2003 0:00
10174,S18_1097,Trucks and Buses,48,93.34,11/06/2003 00:00
10183,S18_1097,Trucks and Buses,21,96.84,11/13/2003 0:00
10194,S18_1097,Trucks and Buses,21,93.34,11/25/2003 0:00
10206,S18_1097,Trucks and Buses,34,100,12/05/2003 00:00
10215,S18_1097,Trucks and Buses,46,100,1/29/2004 0:00
10228,S18_1097,Trucks and Buses,32,100,03/10/2004 00:00
10245,S18_1097,Trucks and Buses,29,100,05/04/2004 00:00
10258,S18_1097,Trucks and Buses,41,100,6/15/2004 0:00
10270,S18_1097,Trucks and Buses,43,96.84,7/19/2004 0:00
10280,S18_1097,Trucks and Buses,24,100,8/17/2004 0:00
10291,S18_1097,Trucks and Buses,41,100,09/08/2004 00:00
10304,S18_1097,Trucks and Buses,46,98,10/11/2004 00:00
10312,S18_1097,Trucks and Buses,32,100,10/21/2004 0:00
